Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate,Area (cm^2),Aspect,OilPainting,YearCreated,AspectString
582,Ride to the Vistula,Anselm Kiefer,3086.0,1980,Oil on canvas,"51 1/8 x 67"" (129.95 x 170.1 cm)",Gift of Werner and Elaine Dannheisser,184.1996,Painting,Painting & Sculpture,1996-04-09,Y,79068,,,,129.9,,,170.2,,"German, born 1945",German,male,1945.0,0.0,22108.98,1.3102386451116241,Y,1980,Landscape
583,May Day,Armando Pizzinato,4645.0,1948,Oil on plywood,"31 3/8 x 45 1/2"" (79.7 x 115.6 cm)",Gift of Peggy Guggenheim,185.1952,Painting,Painting & Sculpture,1952-10-21,Y,79069,,,,79.7,,,115.6,,"Italian, 1910–2004",Italian,male,1910.0,2004.0,9213.32,1.4504391468005018,Y,1948,Landscape
584,Full Fathom Five,Jackson Pollock,4675.0,1947,"Oil on canvas with nails, tacks, buttons, key, coins, cigarettes, matches, etc.","50 7/8 x 30 1/8"" (129.2 x 76.5 cm)",Gift of Peggy Guggenheim,186.1952,Painting,Painting & Sculpture,1952-10-21,Y,79070,,,,129.2,,,76.5,,"American, 1912–1956",American,male,1912.0,1956.0,9883.8,0.5921052631578948,Y,1947,Portrait
585,Wall with Inscriptions,Jean Dubuffet,1633.0,April 1945,Oil on canvas,"39 3/8 x 31 7/8"" (99.7 x 81 cm)",Nina and Gordon Bunshaft Fund,186.1966,Painting,Painting & Sculpture,1966-04-12,Y,79071,,,,99.7,,,81.0,,"French, 1901–1985",French,male,1901.0,1985.0,8075.7,0.8124373119358074,Y,1945,Portrait
586,The Last Supper,Andy Warhol,6246.0,1986,Synthetic polymer paint on canvas,"9' 11 1/4"" x 21' 11 1/4"" (302.9 x 668.7 cm)",Gift of the Andy Warhol Foundation for the Visual Arts,186.1994,Painting,Painting & Sculpture,1994-03-07,Y,79072,,,,302.9,,,668.7,,"American, 1928–1987",American,male,1928.0,1987.0,202549.23,2.207659293496204,N,1986,Landscape
587,Composition July,Alan Reynolds,4886.0,1952,Oil on board,"30 x 47 3/4"" (76.2 x 121.3 cm)",Purchase,188.1952,Painting,Painting & Sculpture,1952-10-21,Y,79073,,,,76.2,,,121.3,,"British, 1926–2014",British,male,1926.0,2014.0,9243.06,1.5918635170603674,Y,1952,Landscape
588,Magic Box,Alan Davie,1401.0,1955,Oil on board,"60 x 48 1/8"" (152.2 x 122 cm)",Gift of Mr. and Mrs. Allan D. Emil,188.1956,Painting,Painting & Sculpture,1956-04-04,Y,79074,,,,152.2,,,122.0,,"British, 1920–2014",British,male,1920.0,2014.0,18568.399999999998,0.8015768725361367,Y,1955,Portrait
589,"Berkeley, 46",Richard Diebenkorn,1539.0,1955,Oil on canvas,"58 7/8 x 61 7/8"" (149.6 x 157.2 cm)",Gift of Mr. and Mrs. Gifford Phillips,188.1973,Painting,Painting & Sculpture,1973-05-08,Y,79075,,,,149.6,,,157.2,,"American, 1922–1993",American,male,1922.0,1993.0,23517.12,1.0508021390374331,Y,1955,Landscape
590,Color and Monochrome - Line and Structure,Agam (Yaacov Agam),79.0,1962-87,Synthetic polymer paint on metal with lacquer-finish wood frame,"34 1/4 x 35 3/8 x 1 7/8"" (87 x 89.8 x 4.8 cm) including frame",Gift of Janet and George M. Jaffin,188.1987,Painting,Painting & Sculpture,1987-05-18,Y,79076,,,,65.7,,,62.2,,"Israeli, born 1928",Israeli,male,1928.0,0.0,4086.5400000000004,0.9467275494672754,N,1962,Portrait
591,Three Women,Fernand Léger,6624.0,1921-22,Oil on canvas,"6' 1/4"" x 8' 3"" (183.5 x 251.5 cm)",Mrs. Simon Guggenheim Fund,189.1942,Painting,Painting & Sculpture,1942-03-18,Y,79078,,,,183.5,,,251.5,,"French, 1881–1955",French,male,1881.0,1955.0,46150.25,1.3705722070844686,Y,1921,Landscape
592,Silence,Georges Ribemont-Dessaignes,4893.0,c. 1915,Oil on canvas,"36 1/4 x 28 7/8"" (92.1 x 73.3 cm)",Katherine S. Dreier Bequest,189.1953,Painting,Painting & Sculpture,1953-04-07,Y,79079,,,,92.1,,,73.3,,"French, 1884–1974",French,male,1884.0,1974.0,6750.929999999999,0.7958740499457112,Y,1915,Portrait
593,Pompeii,William Baziotes,406.0,1955,Oil on canvas,"60 x 48"" (152.4 x 121.9 cm)",Louise Reinhardt Smith Fund,189.1955,Painting,Painting & Sculpture,1956-10-10,Y,79080,,,,152.4,,,121.9,,"American, 1912–1963",American,male,1912.0,1963.0,18577.56,0.7998687664041995,Y,1955,Portrait
594,Trojan Gates,Helen Frankenthaler,1974.0,1955,Oil and enamel on canvas,"6' x 48 7/8"" (182.9 x 124.1 cm)",Gift of Mr. and Mrs. Allan D. Emil,189.1956,Painting,Painting & Sculpture,1956-04-04,Y,79081,,,,182.9,,,124.1,,"American, 1928–2011",American,female,1928.0,2011.0,22697.89,0.6785128485511208,Y,1955,Portrait
595,"To the Rendezvous of Friends (The Friends Become Flowers, Snakes, and Frogs) (Au rendez-vous des amis [Les amis se transforment en fleurs, en serpents, et en grenouilles])",Max Ernst,1752.0,1928,Oil on canvas,"51 1/8 x 63 3/4"" (129.8 x 161.9 cm)",Gift of Samuel A. Berger and the artist (by exchange),189.1973,Painting,Painting & Sculpture,1973-05-08,Y,79082,,,,129.8,,,161.9,,"French and American, born Germany. 1891–1976",French,male,1891.0,1976.0,21014.620000000003,1.2473035439137132,Y,1928,Landscape
596,Avrutun,Brice Marden,3758.0,1971,"Oil and wax on canvas, two panels","6' x 36"" (182.9 x  91.4 cm)",Gift of Werner and Elaine Dannheisser,189.1996,Painting,Painting & Sculpture,1996-04-09,Y,79083,,,,182.9,,,91.4,,"American, born 1938",American,male,1938.0,0.0,16717.06,0.4997266265718972,Y,1971,Portrait
597,Astronomical Experiment,Attilio Salemme,5122.0,1945,Oil on canvas,"30 x 40"" (76.2 x 101.6 cm)",Gift of Blanchette Hooker Rockefeller,190.1952,Painting,Painting & Sculpture,1952-10-21,Y,79085,,,,76.2,,,101.6,,"American, 1911–1955",American,male,1911.0,1955.0,7741.92,1.3333333333333333,Y,1945,Landscape
598,Boy in a Red Vest,Paul Cézanne,1053.0,1888-90,Oil on canvas,"32 x 25 5/8"" (81.2 x 65 cm)",Gift of Mr. and Mrs. David Rockefeller,190.1955,Painting,Painting & Sculpture,1955-10-10,Y,79086,,,,81.2,,,65.0,,"French, 1839–1906",French,male,1839.0,1906.0,5278.0,0.8004926108374384,Y,1888,Portrait
599,Portrait of a Dog,Eric Fischl,1889.0,1987,"Oil on canvas, four panels","9' 5"" x 14' 2 3/4"" (287 x 433.7 cm)","Gift of the Louis and Bessie Alder Foundation, Inc., Seymour M. Klein, President, Agnes Gund, President's Fund Purchase (1987), Donald B. Marron, President; Jerry I. Speyer; the Douglas S. Cramer Foundation, Philip Johnson, Robert and Jane Meyerhoff, Anna Marie and Robert F. Shapiro, Barbara Jakobson, Gerald S. Elliott, and purchase",190.1987.a-d,Painting,Painting & Sculpture,1987-05-18,Y,79088,,,,287.0,,,433.7,,"American, born 1948",American,male,1948.0,0.0,124471.9,1.5111498257839722,Y,1987,Landscape
600,Vine,Brice Marden,3758.0,1992-93,Oil on linen,"8' x 8' 6 1/2"" (243.8 x 260.4 cm)",Gift of Werner and Elaine Dannheisser,190.1996,Painting,Painting & Sculpture,1996-04-09,Y,79089,,6.35,,243.8405,,,260.3505,,"American, born 1938",American,male,1938.0,0.0,63483.99609525,1.0677081944959923,Y,1992,Landscape
601,Antechamber to Inner Sanctum,Attilio Salemme,5122.0,1950,Oil on canvas,"28 x 40"" (71.1 x 101.6 cm)",Gift of Mrs. Gertrud  A. Mellon,191.1952,Painting,Painting & Sculpture,1952-10-21,Y,79090,,,,71.1,,,101.6,,"American, 1911–1955",American,male,1911.0,1955.0,7223.759999999999,1.428973277074543,Y,1950,Landscape
602,Portuguese Market,Sonia Delaunay-Terk,1480.0,1915,Oil and wax on canvas,"35 5/8 x 35 5/8"" (90.5 x 90.5 cm)",Gift of Theodore R. Racoosin,191.1955,Painting,Painting & Sculpture,1955-10-10,Y,79091,,,,90.5,,,90.5,,"French, born Ukraine. 1885–1979",French,female,1885.0,1979.0,8190.25,1.0,Y,1915,Square
603,"Intimate Lighting: Late October, Five O'Clock",Robert Natkin,4238.0,1972,Synthetic polymer paint on canvas,"8' x 7' 4 1/4"" (243.8 x 223.8 cm)",Gift of Nancy Hanks,191.1973,Painting,Painting & Sculpture,1973-05-08,Y,79092,,,,243.8,,,223.8,,"American, 1930–2010",American,male,1930.0,2010.0,54562.44,0.9179655455291222,N,1972,Portrait
604,The Day of the Locust,Malcolm Morley,4100.0,1977,Oil on canvas,"7' 10 1/8"" x 7' 6 5/8"" (239.3 x 199.5 cm)","The Bernhill Fund, Enid A. Haupt and Sid R. Bass Funds",191.1987,Painting,Painting & Sculpture,1987-05-18,Y,79093,,,,239.3,,,199.5,,"American, born Great Britain. 1931–2018",American,male,1931.0,2018.0,47740.350000000006,0.8336815712494776,Y,1977,Portrait
605,"Modjesko, Soprano Singer",Kees van Dongen,6077.0,1908,Oil on canvas,"39 3/8 x 32"" (100 x 81.3 cm)",Gift of Mr. and Mrs. Peter A. Rübel,192.1955,Painting,Painting & Sculpture,1955-10-10,Y,79095,,,,100.0,,,81.3,,"French, 1877–1968",French,male,1877.0,1968.0,8130.0,0.813,Y,1908,Portrait
606,Painting,John Levee,3505.0,1954,Oil on canvas,"63 7/8 x 51 1/8"" (162 x 129.8 cm)",Gift of Mr. and Mrs. Jack I. Poses,192.1956,Painting,Painting & Sculpture,1956-04-04,Y,79096,,,,162.0,,,129.8,,"American, 1924–2017",American,male,1924.0,2017.0,21027.600000000002,0.8012345679012346,Y,1954,Portrait
607,Untitled,Janet Sobel,5503.0,c. 1946,Oil and enamel on board,"18 x 14"" (45.5 x 35.5 cm)",Gift of William Rubin,193.1987,Painting,Painting & Sculpture,1987-05-18,Y,79098,,,,45.5,,,35.5,,"American, born Ukraine. 1894–1968",American,female,1894.0,1968.0,1615.25,0.7802197802197802,Y,1946,Portrait
608,London Bridge,André Derain,1500.0,"London, winter 1906",Oil on canvas,"26 x 39"" (66 x 99.1 cm)",Gift of Mr. and Mrs. Charles Zadok,195.1952,Painting,Painting & Sculpture,1951-11-07,Y,79103,,,,66.0,,,99.1,,"French, 1880–1954",French,male,1880.0,1954.0,6540.599999999999,1.5015151515151515,Y,1906,Landscape
609,Life Full of Holes,Robin Winters,6407.0,1986,Synthetic polymer paint on canvas,"6' 1/8"" x 60"" (183.2 x 152.4 cm)",The Millstream Fund,195.1987,Painting,Painting & Sculpture,1987-05-18,Y,79104,,,,183.2,,,152.4,,"American, born 1950",American,male,1950.0,0.0,27919.68,0.831877729257642,N,1986,Portrait
610,Portrait of Joseph Roulin,Vincent van Gogh,2206.0,"Arles, early 1889",Oil on canvas,"25 3/8 x 21 3/4"" (64.4 x 55.2 cm)","Gift of Mr. and Mrs. William A. M. Burden, Mr. and Mrs. Paul Rosenberg,  Nelson A. Rockefeller, Mr. and Mrs. Armand P. Bartos, The Sidney and Harriet Janis Collection, Mr. and Mrs. Werner E. Josten, and Loula D. Lasker Bequest (all by exchange)",196.1989,Painting,Painting & Sculpture,1989-10-10,Y,79105,,,,64.5,,,55.2,,"Dutch, 1853–1890",Dutch,male,1853.0,1890.0,3560.4,0.8558139534883722,Y,1889,Portrait
611,Untitled,Sigmar Polke,4671.0,1971,"Watercolor, gouache, and synthetic polymer paint on paper mounted on canvas","7' 9 1/4"" x 69 3/4"" (236.9 x  177.2 cm)",Gift of the Dannheisser Foundation,196.1996,Painting,Painting & Sculpture,1996-04-09,Y,79106,,,,236.9,,,177.2,,"German, 1941–2010",German,male,1941.0,2010.0,41978.68,0.7479949345715491,N,1971,Portrait
612,Painting 95B,Gérard Schneider,5247.0,1955,Oil on canvas,"57 7/8 x 45"" (146.3 x 114.2 cm)",Gift of Mr. and Mrs. Harold Kaye,197.1956,Painting,Painting & Sculpture,1956-04-04,Y,79107,,,,146.3,,,114.2,,"French, born Switzerland.1896–1986",French,male,1896.0,1986.0,16707.460000000003,0.7805878332194122,Y,1955,Portrait
613,For the Feast of Christ the King,Alfred Manessier,3720.0,1952,Oil on canvas,"6' 7"" x 59 1/8"" (200.5 x 150 cm)",Abby Aldrich Rockefeller Fund,197.1966,Painting,Painting & Sculpture,1966-04-12,Y,79109,,,,200.5,,,150.0,,"French, 1911–1993",French,male,1911.0,1993.0,30075.0,0.7481296758104738,Y,1952,Portrait
614,Untitled,Sigmar Polke,4671.0,1969,Synthetic polymer paint on canvas,"59 1/8 x 49 3/8"" (150.2 x 125.4 cm)",Gift of Werner and Elaine Dannheisser,197.1996,Painting,Painting & Sculpture,1996-04-09,Y,79110,,,,150.2,,,125.4,,"German, 1941–2010",German,male,1941.0,2010.0,18835.079999999998,0.8348868175765647,N,1969,Portrait
615,Montjoie Saint Denis!,Georges Mathieu,3829.0,1954,Oil on canvas,"12' 3 5/8"" x 35 1/2"" (375 x 90.2 cm)",Gift of Mr. and Mrs. Harold Kaye,198.1955,Painting,Painting & Sculpture,1955-10-10,Y,79111,,,,375.0,,,90.2,,"French, 1921–2012",French,male,1921.0,2012.0,33825.0,0.24053333333333335,Y,1954,Portrait
616,Personages,Enrique Zañartu,6541.0,1956,Oil on canvas,"39 x 32"" (99 x 81.3 cm)",Inter-American Fund,198.1956,Painting,Painting & Sculpture,1956-04-04,Y,79112,,,,99.0,,,81.3,,"Chilean, born France. 1921–2000",Chilean,male,1921.0,2000.0,8048.7,0.8212121212121212,Y,1956,Portrait
617,Crucifix,Thomas Chimes,1105.0,1961,Oil on canvas,"36 x 36"" (91.5 x 91.5 cm)",Larry Aldrich Foundation Fund,198.1963,Painting,Painting & Sculpture,1963-04-09,Y,79113,,,,91.5,,,91.5,,"American, 1921–2009",American,male,1921.0,2009.0,8372.25,1.0,Y,1961,Square
618,"Self-Portrait at 2,719,997",Jonathan Borofsky,682.0,1981,"Synthetic polymer paint on canvas in two parts, with synthetic polymer paint on wood and synthetic polymer paint on polyethylene in three parts","11' 6"" x 7' 5"" x 21' 3"" (350.5 x 266 x 647.7 cm)","Gift of Louis and Bessie Adler Foundation Inc., Seymour M. Klein, President",198.1982.a-f,Painting,Painting & Sculpture,1982-10-12,Y,79115,,647.7,,350.5,,,266.0,,"American, born 1942",American,male,1942.0,0.0,93233.0,0.7589158345221113,N,1981,Portrait
619,Menschkin,Sigmar Polke,4671.0,1972,Synthetic polymer paint on patterned fabric,"39 1/2 x 31 1/2"" (100.3 x 80 cm)",Gift of Werner and Elaine Dannheisser,198.1996,Painting,Painting & Sculpture,1996-04-09,Y,79116,,,,100.3,,,80.0,,"German, 1941–2010",German,male,1941.0,2010.0,8024.0,0.7976071784646062,N,1972,Portrait
620,Goldfish and Sculpture,Henri Matisse,3832.0,"Issy-les-Moulineaux, spring-summer 1912",Oil on canvas,"46 x 39 5/8"" (116.2 x 100.5 cm)",Gift of Mr. and Mrs. John Hay Whitney,199.1955,Painting,Painting & Sculpture,1955-10-10,Y,79117,,,,116.2,,,100.5,,"French, 1869–1954",French,male,1869.0,1954.0,11678.1,0.8648881239242685,Y,1912,Portrait
621,"Untitled, Number 5",Sigmar Polke,4671.0,1988,"Oil on fabric, wood stand and frame","7' x 45 1/2"" x 3 1/2""  (213.4 x 115.6 x 8.9 cm)  including wood stand and frame",Gift of Werner and Elaine Dannheisser,199.1996,Painting,Painting & Sculpture,1996-04-09,Y,79118,,8.9,,213.4,,,115.6,,"German, 1941–2010",German,male,1941.0,2010.0,24669.04,0.5417057169634489,Y,1988,Portrait
622,Girl Attacked by a Strange Bird,Rufino Tamayo,5795.0,1947,Oil on canvas,"70 x 50 1/8"" (177.8 x 127.3 cm)",Gift of Mr. and Mrs. Charles Zadok,200.1955,Painting,Painting & Sculpture,1955-10-10,Y,79119,,,,177.8,,,127.3,,"Mexican, 1899–1991",Mexican,male,1899.0,1991.0,22633.940000000002,0.7159730033745781,Y,1947,Portrait
623,Flowers by the Sea,Fairfield Porter,4701.0,1965,Oil on board,"20 x 19 1/2"" (50.6 x 49.5 cm)",Larry Aldrich Foundation Fund,200.1966,Painting,Painting & Sculpture,1966-04-12,Y,79121,,,,50.6,,,49.5,,"American, 1907–1975",American,male,1907.0,1975.0,2504.7000000000003,0.9782608695652174,Y,1965,Portrait
624,Head,Philip Guston,2419.0,1977,Oil on canvas,"69 5/8"" x 7' 1"" (176.8 x 215.7 cm)",Musa Guston Bequest,200.1992,Painting,Painting & Sculpture,1992-05-11,Y,79122,,,,176.8,,,215.7,,"American, born Canada. 1913–1980",American,male,1913.0,1980.0,38135.76,1.220022624434389,Y,1977,Landscape
625,The Goat Wagon,Sigmar Polke,4671.0,1992,Synthetic polymer paint on printed fabric,"7' 2"" x 9' 10"" (218.4 x 299.7 cm)",Gift of Werner and Elaine Dannheisser,200.1996,Painting,Painting & Sculpture,1996-04-09,Y,79123,,,,218.4,,,299.7,,"German, 1941–2010",German,male,1941.0,2010.0,65454.479999999996,1.3722527472527473,N,1992,Landscape
626,Dance (I),Henri Matisse,3832.0,"Paris, Boulevard des Invalides, early 1909",Oil on canvas,"8' 6 1/2"" x 12' 9 1/2"" (259.7 x 390.1 cm)","Gift of Nelson A. Rockefeller in honor of Alfred H. Barr, Jr.",201.1963,Painting,Painting & Sculpture,1963-04-09,Y,79124,,,,259.7,,,390.1,,"French, 1869–1954",French,male,1869.0,1954.0,101308.97,1.502117828263381,Y,1909,Landscape
627,Birth of a Personage,Emilio Rodríguez Larraín,4981.0,1965,Oil and tempera on board,"6' 6 3/4"" x 56"" (200 x 142 cm)",Given anonymously,201.1966,Painting,Painting & Sculpture,1966-04-12,Y,79125,,,,200.0,,,142.0,,"Peruvian, 1928–2015",Peruvian,male,1928.0,2015.0,28400.0,0.71,Y,1965,Portrait
628,Untitled,Philip Guston,2419.0,1969,Acrylic on board,"29 3/4 x 32"" (75.8 x 81.2 cm)",Musa Guston Bequest,201.1992,Painting,Painting & Sculpture,1992-05-11,Y,79126,,,,75.8,,,81.2,,"American, born Canada. 1913–1980",American,male,1913.0,1980.0,6154.96,1.071240105540897,N,1969,Landscape
629,Untitled,Robert Ryman,5098.0,1965,Oil on linen,"11 1/4 x 11 1/8"" (28.4 x 28.2 cm)",Gift of Werner and Elaine Dannheisser,201.1996,Painting,Painting & Sculpture,1996-04-09,Y,79127,,,,28.6,,,28.3,,"American, 1930–2019",American,male,1930.0,2019.0,809.3800000000001,0.9895104895104895,Y,1965,Portrait
630,Convert,Robert Ryman,5098.0,1988,Synthetic polymer paint on cotton canvas mounted on fiberglass with wood,6' x 6' (182.9 x 182.9 cm),Gift of Werner and Elaine Dannheisser,202.1996,Painting,Painting & Sculpture,1996-04-09,Y,79128,,,,182.9,,,182.9,,"American, 1930–2019",American,male,1930.0,2019.0,33452.41,1.0,N,1988,Square
631,The Subway,José Clemente Orozco,4430.0,1928,Oil on canvas,"16 1/8 x 22 1/8"" (41 x 56.2 cm)",Gift of Abby Aldrich Rockefeller,203.1935,Painting,Painting & Sculpture,1935-06-13,Y,79129,,,,41.0,,,56.2,,"Mexican, 1883–1949",Mexican,male,1883.0,1949.0,2304.2000000000003,1.3707317073170733,Y,1928,Landscape
632,First Light,Joseph Stella,5641.0,c. 1928,Oil on canvas,"16 1/4 x 16 1/4"" (41.3 x 41.3 cm)",Elizabeth Bliss Parkinson Fund,203.1966,Painting,Painting & Sculpture,1966-04-12,Y,79130,,,,41.3,,,41.3,,"American, 1877–1946",American,male,1877.0,1946.0,1705.6899999999998,1.0,Y,1928,Square
633,No!,Gino De Dominicis,1425.0,1981,"Oil stick and pastel on paper mounted on aluminum panels, in two parts","9' 1"" x 6' 5 1/8"" (276.8 x 196 cm)",Anne and Sid Bass Fund,203.1982,Painting,Painting & Sculpture,1982-10-12,Y,79131,,,,276.9,,,195.9,,"Italian, 1947–1998",Italian,male,1947.0,1998.0,54244.71,0.7074756229685808,Y,1981,Portrait
634,Untitled,Joseph Glasco,2187.0,1982,Synthetic polymer paint with canvas collage mounted on canvas,"60 1/8"" x 9' 7 1/4"" (152.6 x 297.7 cm)",Arnold A. Saltzman Fund,205.1982,Painting,Painting & Sculpture,1982-10-12,Y,79135,,,,152.6,,,297.7,,"American, 1925–1996",American,male,1925.0,1996.0,45429.02,1.9508519003931848,N,1982,Landscape
635,Untitled,Ronald Bladen,588.0,1960-61,"Oil and nails on board, three parts","Overall  8' 1/4"" x 18' 1/4""  (244.6 x 551.5 cm)","Gift of Mr. and Mrs. Joseph Pulitzer, Jr., Connie Reyes, and Sid R. Bass Fund",205.1992.a-c,Painting,Painting & Sculpture,1992-05-11,Y,79136,,,,244.5,,,183.5,,"American, 1918–1988",American,male,1918.0,1988.0,44865.75,0.7505112474437627,Y,1960,Portrait
636,Blue/Black Five-Panel Zone Painting,Robert Mangold,3723.0,1998,"Synthetic polymer paint and black pencil on canvas, five panels","Overall 7' 5 7/8"" x 27' 5 7/8"" (228.3 x 837.8 cm)","Gift of Arne and Millie Glimcher, Sid R. Bass, Doris and Donald Fisher, and Emily Rauh Pulitzer Funds",205.1999.a-e,Painting,Painting & Sculpture,1999-05-11,Y,79137,,,,228.3,,,167.3,,"American, born 1937",American,male,1937.0,0.0,38194.590000000004,0.7328077091546211,N,1998,Portrait
637,Factum II,Robert Rauschenberg,4823.0,1957,"Oil, ink, pencil, crayon, paper, fabric, newspaper, printed reproductions, and painted paper on canvas","61 3/8 x 35 1/2"" (155.9 x 90.2 cm)",Purchase and an anonymous gift and Louise Reinhardt Smith Bequest (both by exchange),206.1999,Painting,Painting & Sculpture,1999-05-11,Y,79141,,,,155.9,,,90.2,,"American, 1925–2008",American,male,1925.0,2008.0,14062.18,0.5785760102629891,Y,1957,Portrait
638,South Orange,Ralph Humphrey,2765.0,1981-82,Synthetic polymer paint and modeling paste on canvas mounted on wood,"57 1/8"" x 6' 1 3/4"" x 7"" (145 x 187 x 17.8 cm)","Acquired through anonymous funds, the Sumner Foundation for the Arts Fund, and purchase",207.1982,Painting,Painting & Sculpture,1982-10-12,Y,79143,,17.8,,145.0,,,187.0,,"American, 1932–1990",American,male,1932.0,1990.0,27115.0,1.289655172413793,N,1981,Landscape
639,Self-Portrait,Jacques Villon,6165.0,1950,Oil on canvas,"sight 15 1/2 x 10 1/4"" (39.4 x 26 cm)","Gift of Mrs. Ione Ulrich Sutton in honor of Alfred H. Barr, Jr.",207.1992,Painting,Painting & Sculpture,1992-05-11,Y,79144,,,,39.4,,,26.0,,"French, 1875–1963",French,male,1875.0,1963.0,1024.3999999999999,0.6598984771573604,Y,1950,Portrait
640,Collective Suicide,David Alfaro Siqueiros,5454.0,1936,Lacquer on wood with applied sections,"49"" x 6' (124.5 x 182.9 cm)",Gift of Dr. Gregory Zilboorg,208.1937,Painting,Painting & Sculpture,1937-05-11,Y,79146,,,,124.5,,,182.9,,"Mexican, 1896–1974",Mexican,male,1896.0,1974.0,22771.05,1.4690763052208835,N,1936,Landscape
641,Unmade Bed,Joe Goode,2236.0,1968,Oil on canvas,"60 3/8 x 60 1/4"" (153.5 x 153 cm)",Gift of Donald B. Marron,208.1993,Painting,Painting & Sculpture,1993-05-10,Y,79147,,,,153.5,,,153.0,,"American, born 1937",American,male,1937.0,0.0,23485.5,0.996742671009772,Y,1968,Portrait
642,Winter,Eugene Berman,502.0,Paris 1929,Oil on canvas,"36 1/8 x 28 3/4"" (91.8 x 73 cm)",Gift of Richard Blow,209.1937,Painting,Painting & Sculpture,1937-05-11,Y,79149,,,,91.8,,,73.0,,"American, born Russia. 1899–1972",American,male,1899.0,1972.0,6701.4,0.7952069716775599,Y,1929,Portrait
643,Portrait of a Man in a Late Nineteenth-Century Frame,Joan Miró,4016.0,1950,Oil on canvas with wood frame,"57 1/2 x 49 1/4"" (146 x 125 cm) including frame",Gift of Mr. and Mrs. Pierre Matisse,210.1972,Painting,Painting & Sculpture,1972-06-01,Y,79153,,,,96.2,,,80.0,,"Spanish, 1893–1983",Spanish,male,1893.0,1983.0,7696.0,0.8316008316008315,Y,1950,Portrait
644,Parachiffre XLIV,Jean Dubuffet,1633.0,1975,"Vinyl paint and synthetic polymer paint on paper, mounted on canvas","27 x 38 5/8"" (68.6 x 98.2 cm)",Gift of the American Art Foundation,210.1977,Painting,Painting & Sculpture,1977-05-10,Y,79154,,,,68.6,,,98.1,,"French, 1901–1985",French,male,1901.0,1985.0,6729.659999999999,1.4300291545189505,N,1975,Landscape
