Index,Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
94859,Go Between from Program Eight,Dennis Oppenheim,4415.0,1972,"35mm slide dissolve transferred to video (black and white, silent)",6:15 min.,Gift of the artist,659.1997.1,Video,Media and Performance,1997-07-01,N,120505,,,,,,,,,,,375.0
94860,Stewing Around from Program Eight,Dennis Oppenheim,4415.0,1972,"35mm slide dissolve transferred to video (black and white, silent)",4:13 min.,Gift of the artist,659.1997.2,Video,Media and Performance,1997-07-01,N,120506,,,,,,,,,,,253.0
94861,Whipping into Shape from Program Eight,Dennis Oppenheim,4415.0,1972,"Video (black and white, sound)",5:35 min.,Gift of the artist,659.1997.3,Video,Media and Performance,1997-07-01,N,120507,,,,,,,,,,,335.0
94862,Landslide #2 from Program Eight,Dennis Oppenheim,4415.0,1972,"Super 8mm film transferred to video (black and white, silent)",6 min.,Gift of the artist,659.1997.4,Video,Media and Performance,1997-07-01,N,120508,,,,,,,,,,,360.0
94863,Parallel Arcs from Program Eight,Dennis Oppenheim,4415.0,1970,"Super 8mm film transferred to video (black and white, silent)",2:35 min.,Gift of the artist,659.1997.5,Video,Media and Performance,1997-07-01,N,120509,,,,,,,,,,,155.0
94864,Broad Jump from Program Eight,Dennis Oppenheim,4415.0,1969,"Super 8mm film transferred to video (black and white, silent)",2:20 min.,Gift of the artist,659.1997.6,Video,Media and Performance,1997-07-01,N,120510,,,,,,,,,,,140.0
94865,Slow Punch from Program Eight,Dennis Oppenheim,4415.0,1970,"Super 8mm film transferred to video (black and white, silent)",1:02 min.,Gift of the artist,659.1997.7,Video,Media and Performance,1997-07-01,N,120511,,,,,,,,,,,62.0
94866,Rocks in Navel from Program Eight,Dennis Oppenheim,4415.0,1970,"Super 8mm film transferred to video (black and white, silent)",2 min.,Gift of the artist,659.1997.8,Video,Media and Performance,1997-07-01,N,120512,,,,,,,,,,,120.0
94867,Program Eight,Dennis Oppenheim,4415.0,1969-1972,"Eight videos (black and white, silent and sound)",28 min.,Gift of the artist,659.1997.1-8,Video,Media and Performance,1997-07-01,Y,120513,http://www.moma.org/collection/works/120513,,,,,,,,,,1680.0
94868,Ian Breakwell's Continuous Diary [selections],Ian Breakwell,35520.0,1984,"Four videos (color, sound)",Durations variable,Purchase,663.1987.1-4,Video,Media and Performance,1987-07-14,Y,120514,http://www.moma.org/collection/works/120514,,,,,,,,,,0.0
94869,"Untitled, Programme 2 from Ian Breakwell's Continuous Diary",Ian Breakwell,35520.0,1986,"Video (color, sound)",2:46 min.,Purchase,663.1987.1,Video,Media and Performance,1987-07-14,Y,120515,http://www.moma.org/collection/works/120515,http://www.moma.org/media/W1siZiIsIjI1MDY4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=44104a67e8419f88,,,,,,,,,166.0
94870,"The Walking Man, Programme 3 from Ian Breakwell's Continuous Diary",Ian Breakwell,35520.0,1986,"Video (color, sound)",5:05 min.,Purchase,663.1987.2,Video,Media and Performance,1987-07-14,Y,120516,http://www.moma.org/collection/works/120516,http://www.moma.org/media/W1siZiIsIjI1MDY4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3cae8c143139b106,,,,,,,,,305.0
94871,"Growth, Programme 10 from Ian Breakwell's Continuous Diary",Ian Breakwell,35520.0,1986,"Video (color, sound)",12:39 min.,Purchase,663.1987.3,Video,Media and Performance,1987-07-14,Y,120517,http://www.moma.org/collection/works/120517,http://www.moma.org/media/W1siZiIsIjI1MDY4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2eff788e887f5418,,,,,,,,,759.0
94872,"October 12th 1982, Programme 9 from Ian Breakwell's Continuous Diary",Ian Breakwell,35520.0,1986,"Video (color, sound)",6:55 min.,Purchase,663.1987.4,Video,Media and Performance,1987-07-14,Y,120518,http://www.moma.org/collection/works/120518,http://www.moma.org/media/W1siZiIsIjI1MDY4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=87077915fc2afd48,,,,,,,,,415.0
94880,Returning to Fuji,Nan Hoover,35579.0,1984,"Video (color, sound)",8:33 min.,Acquired through the generosity of Margot and John Ernst,1129.1983.1,Video,Media and Performance,1983-06-07,Y,120526,http://www.moma.org/collection/works/120526,,,,,,,,,,
94881,Desert,Nan Hoover,35579.0,1985,"Video (color, silent)",12:35 min.,Acquired through the generosity of Margot and John Ernst,1129.1983.2,Video,Media and Performance,1983-06-07,Y,120527,http://www.moma.org/collection/works/120527,,,,,,,,,,
94882,Landscape,Nan Hoover,35579.0,1983,"Video (color, sound)",5:42 min.,Acquired through the generosity of Margot and John Ernst,1129.1983.3,Video,Media and Performance,1983-06-07,Y,120528,http://www.moma.org/collection/works/120528,,,,,,,,,,
94883,Halfsleep,Nan Hoover,35579.0,1984,"Video (color, sound)",16:43 min.,Acquired through the generosity of Margot and John Ernst,1129.1983.4,Video,Media and Performance,1983-06-07,Y,120529,http://www.moma.org/collection/works/120529,,,,,,,,,,
94884,Eye Watching,Nan Hoover,35579.0,1984,"Video (color, sound)",7:55 min.,Acquired through the generosity of Margot and John Ernst,1129.1983.5,Video,Media and Performance,1983-06-07,Y,120530,http://www.moma.org/collection/works/120530,,,,,,,,,,
94885,Selected Works II,Nan Hoover,35579.0,1981-1985,"Five videos (color, sound and silent)",50:51 min.,Acquired through the generosity of Margot and John Ernst,1129.1983.1-5,Video,Media and Performance,1983-06-07,Y,120531,http://www.moma.org/collection/works/120531,,,,,,,,,,
94890,Exclusive Memory Part 1 (7-11-12),Tom Sherman,35633.0,1987,"Video (black and white, sound)",60:53 min.,Purchase,490.1988.1,Video,Media and Performance,1988-12-01,Y,120537,http://www.moma.org/collection/works/120537,,,,,,,,,,3653.0
94891,Exclusive Memory Part 2 (5-8-16),Tom Sherman,35633.0,1987,"Video (black and white, sound)",61:23 min.,Purchase,490.1988.2,Video,Media and Performance,1988-12-01,Y,120538,http://www.moma.org/collection/works/120538,,,,,,,,,,3683.0
94892,Exclusive Memory Part 3 (4-9-19),Tom Sherman,35633.0,1987,"Video (black and white, sound)",57:17 min.,Purchase,490.1988.3,Video,Media and Performance,1988-12-01,Y,120539,http://www.moma.org/collection/works/120539,,,,,,,,,,3437.0
94893,Exclusive Memory,Tom Sherman,35633.0,1987,"Three videos (black and white, sound)",179 min.,Purchase,490.1988.1-3,Video,Media and Performance,1988-12-01,Y,120540,http://www.moma.org/collection/works/120540,,,,,,,,,,10740.0
94895,Sunstone,Ed Emshwiller,32236.0,1979,"Video (color, sound)",2:57 min.,Acquired through the generosity of Barbara Pine,731.1980,Video,Media and Performance,1980-03-25,Y,120542,http://www.moma.org/collection/works/120542,,,,,,,,,,177.0
94896,Crossings and Meetings,Ed Emshwiller,32236.0,1974,"Video (color, sound)",27:33 min.,Gift of of Barbara Pine and the American Film Institute,732.1976,Video,Media and Performance,1976-11-10,Y,120543,http://www.moma.org/collection/works/120543,,,,,,,,,,1653.0
94897,Sharkey's Day,Laurie Anderson,6807.0,1984,"Video (color, sound)",4:30 min.,Gift of Warner Bros. Records,487.1986,Video,Media and Performance,1986-01-02,Y,120544,http://www.moma.org/collection/works/120544,http://www.moma.org/media/W1siZiIsIjIyMDU5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=daee10a5f96e03d6,,,,,,,,,270.0
94900,Father and His Three Sons - The Bartos Family (Private Hungary 1),Péter Forgács,34890.0,1988,"9.5mm film transferred to video (color, sound)",61 min.,Acquired through the generosity of Agnes Gund,965.1998.1,Video,Media and Performance,1998-05-12,Y,120547,http://www.moma.org/collection/works/120547,http://www.moma.org/media/W1siZiIsIjE1MTc3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6fb445232e24ce19,,,,,,,,,3660.0
94901,Dusi and Jeno (Private Hungary 2),Péter Forgács,34890.0,1989,"8mm film transferred to video (color, sound)",45 min.,Acquired through the generosity of Agnes Gund,965.1998.2,Video,Media and Performance,1998-05-12,Y,120548,http://www.moma.org/collection/works/120548,http://www.moma.org/media/W1siZiIsIjE1MTc3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8f44e6b4d33141f7,,,,,,,,,2700.0
94902,Either-Or (Private Hungary 3),Péter Forgács,34890.0,1989,"Film transferred to video (color, sound)",43 min.,Acquired through the generosity of Agnes Gund,965.1998.3,Video,Media and Performance,1998-05-12,Y,120549,http://www.moma.org/collection/works/120549,http://www.moma.org/media/W1siZiIsIjE1MTc3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d6b76c51fb969be,,,,,,,,,2580.0
94903,The Diary of Mr. N: 1938-1967 (Private Hungary 4),Péter Forgács,34890.0,1990,"9.5mm film transferred to video (color, sound)",60 min.,Acquired through the generosity of Agnes Gund,965.1998.4,Video,Media and Performance,1998-05-12,Y,120550,http://www.moma.org/collection/works/120550,http://www.moma.org/media/W1siZiIsIjE1MTc3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6964d7dfd03c972c,,,,,,,,,3600.0
94904,Bourgeois Dictionary (Private Hungary 7),Péter Forgács,34890.0,1992,"Film transferred to video (color, sound)",49 min.,Acquired through the generosity of Agnes Gund,965.1998.5,Video,Media and Performance,1998-05-12,Y,120551,http://www.moma.org/collection/works/120551,http://www.moma.org/media/W1siZiIsIjE1MTc4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7a61047a241c364d,,,,,,,,,2940.0
94905,The Notes of a Lady (Private Hungary 8),Péter Forgács,34890.0,1994,"Film transferred to video (black and white, sound)",48 min.,Acquired through the generosity of Agnes Gund,965.1998.6,Video,Media and Performance,1998-05-12,Y,120552,http://www.moma.org/collection/works/120552,http://www.moma.org/media/W1siZiIsIjI1NTA1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5220af1e13219693,,,,,,,,,2880.0
94906,Free Fall (Private Hungary 10),Péter Forgács,34890.0,1996,"8mm film transferred to video (black and white and color, sound)",75 min.,Acquired through the generosity of Agnes Gund,1668.2000,Video,Media and Performance,2000-01-01,Y,120554,http://www.moma.org/collection/works/120554,,,,,,,,,,4500.0
94908,Out of Phoenix Bridge,Li Hong,35551.0,1997,"Video (color, sound)",120 min.,Purchase,1328.1999,Video,Media and Performance,1999-03-15,Y,120557,http://www.moma.org/collection/works/120557,http://www.moma.org/media/W1siZiIsIjI1MDcyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=93823290eff7c7e5,,,,,,,,,7200.0
94909,Pilobolus and Joan,Ed Emshwiller,32236.0,1973,"Video (color, sound)",57:40 min.,Gift of the Emshwiller Family,962.1998,Video,Media and Performance,1998-05-12,Y,120558,http://www.moma.org/collection/works/120558,http://www.moma.org/media/W1siZiIsIjI1MTY2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6c419d84db013815,,,,,,,,,3460.0
94910,"Conversation Styles: Dumb Talk, Balance",Teiji Furuhashi,7897.0,1984,"Video (color, sound)",3:25 min.,Purchase,503.1986,Video,Media and Performance,1986-01-01,Y,120560,http://www.moma.org/collection/works/120560,http://www.moma.org/media/W1siZiIsIjI1MDY2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8929a4380d858e5b,,,,,,,,,0.0
94911,Venus de Fogo (Venus Fire),Victor Lopes,35637.0,1993,"Video (color, sound)",45 min.,Purchase,726.1994,Video,Media and Performance,1994-11-22,Y,120561,http://www.moma.org/collection/works/120561,http://www.moma.org/media/W1siZiIsIjIxNzQ4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1b05d2a10b0dbd01,,,,,,,,,2700.0
94912,Perfect Leader,Max Almy,35570.0,1983,"Video (color, sound)",4 min.,Purchase,536.1984,Video,Media and Performance,1984-09-01,Y,120562,http://www.moma.org/collection/works/120562,,,,,,,,,,240.0
94913,Sensible Shoes,John Adams,35530.0,1983,"16mm film transferred to video and video (black and white and color, sound)",11:10 min.,Acquired through the generosity of Margot and John Ernst,535.1984,Video,Media and Performance,1984-06-12,Y,120564,http://www.moma.org/collection/works/120564,http://www.moma.org/media/W1siZiIsIjIzNTEyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=637c269d687079a8,,,,,,,,,670.0
94915,Roam Sweet Home,Ellen Spiro,35503.0,1996,"Video (color, sound)",58 min.,"Gift of the Jerome Foundation in honor of its founder, Jerome Hill",1690.2000,Video,Media and Performance,2000-11-15,Y,120566,http://www.moma.org/collection/works/120566,http://www.moma.org/media/W1siZiIsIjE0ODA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cd78de013a6213ba,,,,,,,,,3480.0
94916,The Giant (Der Riese),Michael Klier,35574.0,1983,"Video (black and white and color, sound)",82 min.,,565.1984,Video,Media and Performance,1984-09-01,Y,120567,http://www.moma.org/collection/works/120567,http://www.moma.org/media/W1siZiIsIjI1NTAyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a10c34fd315d14e9,,,,,,,,,4920.0
94917,The Two of Triangles,John Sturgeon,32375.0,1975,"Video (black and white, sound)",2:38 min.,Acquired through the generosity of Barbara Pine,1293.1979,Video,Media and Performance,1979-06-15,Y,120568,http://www.moma.org/collection/works/120568,http://www.moma.org/media/W1siZiIsIjI1MDcyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbe09e3f152f001c,,,,,,,,,158.0
94918,Some Call It Bad Luck,Lisa Steele,32372.0,1982,"Video (color, sound)",50 min.,Purchase,581.1984,Video,Media and Performance,1984-07-24,Y,120569,http://www.moma.org/collection/works/120569,http://www.moma.org/media/W1siZiIsIjMyOTM2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bad0dfd02eabb3ec,,,,,,,,,3000.0
94919,Information Withheld,Juan Downey,1606.0,1983,"Video (color, sound)",28:27 min.,Purchase,550.1984,Video,Media and Performance,1984-09-01,Y,120570,http://www.moma.org/collection/works/120570,http://www.moma.org/media/W1siZiIsIjIxNzQ4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0ef97b0c9accb88c,,,,,,,,,1707.0
94921,Gotta Make This Journey: Sweet Honey in the Rock,Michelle Parkerson,35577.0,1983,Video,58 min.,,8182,Video,Film,1989-01-01,N,120573,,,,,,,,,,,3480.0
94922,Kikiriki,Tony Labat,34938.0,1983,"Video (color, sound)",11:57 min.,Purchase,567.1984,Video,Media and Performance,1984-09-01,Y,120574,http://www.moma.org/collection/works/120574,http://www.moma.org/media/W1siZiIsIjIyMDYwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b915ef52728cf114,,,,,,,,,717.0
94923,Video Girls and Video Songs for Navajo Sky,Shigeko Kubota,3277.0,1973,"Video (black and white and color, sound)",31:56 min.,Purchase,459.2002,Video,Media and Performance,2002-06-04,Y,120575,http://www.moma.org/collection/works/120575,http://www.moma.org/media/W1siZiIsIjE1MTc4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c2a9d051cae96953,,,,,,,,,1916.0
94925,The 21st Annual World Eskimo-Indian Olympics,Skip Blumberg,34909.0,1983,"Video (color, sound)",30 min.,Purchase,450.2003,Video,Media and Performance,2003-04-10,Y,120577,http://www.moma.org/collection/works/120577,,,,,,,,,,1800.0
94926,Carmen,Laurie Anderson,6807.0,1991,"Video (color, sound)",15 min.,Gift of the artist,456.2002,Video,Media and Performance,2002-01-01,Y,120578,http://www.moma.org/collection/works/120578,,,,,,,,,,900.0
94927,The Story of Feniks and Abdullah,Luc Bourdon,35558.0,1988,"Video (color, sound)",18 min.,Purchase,464.1988,Video,Media and Performance,1988-09-01,Y,120579,http://www.moma.org/collection/works/120579,http://www.moma.org/media/W1siZiIsIjIzMzY5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9f37b8a4b47d4987,,,,,,,,,1080.0
94929,"No. 16, Barkhor South Street",Duan Jinchuan,35499.0,1996,"Video (color, sound)",100 min.,,1330.1999,Video,Media and Performance,1999-03-15,Y,120581,http://www.moma.org/collection/works/120581,http://www.moma.org/media/W1siZiIsIjI1MDczMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=61ef2590b329a797,,,,,,,,,6000.0
94930,Kick the World,Nobuhiro Kawanaka,35587.0,1974,"Video (black and white, sound)",20 min.,Gift of the artist,1282.1979,Video,Media and Performance,1979-04-19,Y,120582,http://www.moma.org/collection/works/120582,,,,,,,,,,1200.0
94931,Tokyo Days,Chris Marker,28875.0,1988,"Video (color, sound)",20:15 min.,Gift of the artist,732.1994,Video,Media and Performance,1994-11-11,Y,120583,http://www.moma.org/collection/works/120583,http://www.moma.org/media/W1siZiIsIjE1MTc4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9342642ed4e8f207,,,,,,,,,0.0
94932,Video Installations 1970-1994,Shigeko Kubota,3277.0,1994,"Video (color, sound)",19:47 min.,Purchase,461.2002,Video,Media and Performance,2002-06-04,Y,120584,http://www.moma.org/collection/works/120584,http://www.moma.org/media/W1siZiIsIjE1MTc4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f260276d0072e160,,,,,,,,,1187.0
94933,Trip to Korea,Shigeko Kubota,3277.0,1984,"Video (color, sound)",9:05 min.,Purchase,460.2002,Video,Media and Performance,2002-06-04,Y,120585,http://www.moma.org/collection/works/120585,http://www.moma.org/media/W1siZiIsIjE1MTc4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ca318f7ca69fd769,,,,,,,,,545.0
94934,Split,Ardele Lister,34816.0,1981,"Video (color, sound)",20 min.,"Gift of the Jerome Foundation in honor of its founder, Jerome Hill",970.1998,Video,Media and Performance,1998-05-01,Y,120586,http://www.moma.org/collection/works/120586,http://www.moma.org/media/W1siZiIsIjI1MDcxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=759d8aafdff27523,,,,,,,,,1200.0
94935,Elephant Games,Skip Blumberg,34909.0,1985,"Video (color, sound)",27:42 min.,Purchase,451.2003,Video,Media and Performance,2003-04-10,Y,120587,http://www.moma.org/collection/works/120587,,,,,,,,,,0.0
94937,Europe on 1/2 Inch a Day,Shigeko Kubota,3277.0,1972,"Video (black and white and color, sound)",30:48 min.,Purchase,458.2002,Video,Media and Performance,2002-06-12,Y,120589,http://www.moma.org/collection/works/120589,http://www.moma.org/media/W1siZiIsIjE1MTc4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9890d1bc2dd2150a,,,,,,,,,1848.0
94938,Document on Hygiene No. 3,Zhang Peili,26375.0,1991,"Video (color, silent)",36:49 min.,Acquired through the generosity of Sylvia de Cuevas,979.1998,Video,Media and Performance,1998-05-12,Y,120590,http://www.moma.org/collection/works/120590,http://www.moma.org/media/W1siZiIsIjIyMDYyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b86bb8f612e121c6,,,,,,,,,2209.0
94941,La Danse des Mots,Jean-Baptiste Mondino,35525.0,1984,"Video (color, sound)",7 min.,Gift of Island Records,521.1986,Video,Media and Performance,1986-01-01,Y,120593,http://www.moma.org/collection/works/120593,,,,,,,,,,420.0
94942,Songs of the 80's,Doug Hall,35485.0,1983,"Five videos (color, sound)",15:53 min.,Acquired through the generosity of Margot and John Ernst,557.1984.1-5,Video,Media and Performance,1984-09-01,Y,120594,http://www.moma.org/collection/works/120594,http://www.moma.org/media/W1siZiIsIjIxMzk2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0fb58dfd124d132d,,,,,,,,,953.0
94944,Nuclear Outpost,Deanna Kamiel,35479.0,1984,"Video (color, sound)",29 min.,Gift of the artist,471.1988,Video,Media and Performance,1988-01-01,Y,120596,http://www.moma.org/collection/works/120596,http://www.moma.org/media/W1siZiIsIjI1MDIzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6da954a25315ee85,,,,,,,,,1740.0
94946,Earle Murphy's Winter Olympics,Skip Blumberg,34909.0,1980,"Video (color, sound)",29:20 min.,Purchase,449.2003,Video,Media and Performance,2003-03-24,Y,120598,http://www.moma.org/collection/works/120598,,,,,,,,,,0.0
94951,Spin Out,Tony Oursler,7489.0,1983,"Video (color, sound)",16:02 min.,Purchase,575.1984,Video,Media and Performance,1984-09-15,Y,120603,http://www.moma.org/collection/works/120603,,,,,,,,,,962.0
94952,As If Memories Could Deceive Me,Marcel Odenbach,28741.0,1986,"Video (black and white and color, sound)",17:29 min.,Purchase,527.1986,Video,Media and Performance,1986-09-01,Y,120604,http://www.moma.org/collection/works/120604,,,,,,,,,,
94955,Berlin 1990,Chris Marker,28875.0,1990,"Video (color, sound)",20:35 min.,Gift of the artist,734.1994,Video,Media and Performance,1994-11-11,Y,120607,http://www.moma.org/collection/works/120607,http://www.moma.org/media/W1siZiIsIjE1MTc4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bc1a13dd4f3d7016,,,,,,,,,0.0
94956,Interviews with Interviewers...about Interviewing,Skip Blumberg,34909.0,1985,"Video (color, sound)",51:35 min.,Purchase,453.2003,Video,Media and Performance,2003-03-24,Y,120608,http://www.moma.org/collection/works/120608,,,,,,,,,,0.0
94957,Rocking the Great Walls,Victor Huey,35636.0,1993,Video (color),27 min.,,1329.1999,Video,Media and Performance,1999-03-30,Y,120610,http://www.moma.org/collection/works/120610,,,,,,,,,,
94958,SoHo SoAp/Rain Damage,Shigeko Kubota,3277.0,1985,"Video (color, sound)",8:25 min.,Purchase,2648.2001,Video,Media and Performance,2001-04-10,Y,120611,http://www.moma.org/collection/works/120611,http://www.moma.org/media/W1siZiIsIjE1MTc4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ffd0f3f15523f8fd,,,,,,,,,505.0
94959,Friends of Minamata Victims - Video Diary,Fujiko Nakaya,35508.0,1972,"Video (black and white, sound)",20 min.,Gift of the artist,1290.1979,Video,Media and Performance,1979-04-19,Y,120612,http://www.moma.org/collection/works/120612,,,,,,,,,,1200.0
94960,Wax or The Discovery of Television Among Bees,David Blair,35476.0,1991,"Video (black and white and color, sound)",85 min.,"Gift of the Jerome Foundation in honor of its founder, Jerome Hill",653.1997,Video,Media and Performance,1997-12-17,Y,120613,http://www.moma.org/collection/works/120613,,,,,,,,,,
94961,Primarily Speaking,Gary Hill,7416.0,1981-1983,"Video (color, sound)",19:23 min.,Purchase,1326.1999,Video,Media and Performance,1999-08-05,Y,120614,http://www.moma.org/collection/works/120614,http://www.moma.org/media/W1siZiIsIjE1MTc4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bbf188b80e3b32da,,,,,,,,,0.0
94962,The Marriage of YASUSHI,Mako Idemitsu,26369.0,1986,"Video (color, sound)",23:20 min.,Acquired through the generosity of Barbara Sahlman,968.1998,Video,Media and Performance,1998-05-12,Y,120615,http://www.moma.org/collection/works/120615,http://www.moma.org/media/W1siZiIsIjE2Mzg1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=72fcc5472553de36,,,,,,,,,0.0
94963,Disarmament Video Survey,Disarmament Video Survey Collection,35483.0,1982,"Video (color, sound)",30 min.,Purchase,F982,Video,Film,1989-03-15,N,120616,,,,,,,,,,,1800.0
94965,Andrei Tarkovsky,Chris Marker,28875.0,1986,Video (sound),,Gift of the artist,731.1994,Video,Media and Performance,1994-11-11,Y,120618,http://www.moma.org/collection/works/120618,,,,,,,,,,
94966,The History of Physics,Eugenio Dittborn,1557.0,1982,"Video (color, sound)",20 min.,,548.1984,Video,Media and Performance,1984-07-23,Y,120619,http://www.moma.org/collection/works/120619,,,,,,,,,,1200.0
94967,Shut the Fuck Up,General Idea,7474.0,1984,"Video (color, sound)",14 min.,Gift of the artist,1324.1999,Video,Media and Performance,1999-11-03,Y,120620,http://www.moma.org/collection/works/120620,http://www.moma.org/media/W1siZiIsIjE1MTc5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0d3bd41fded024d3,,,,,,,,,840.0
94968,Possibly in Michigan,Cecelia Condit,32209.0,1983,"Video (color, sound)",11:40 min.,Purchase,546.1984,Video,Media and Performance,1984-07-23,Y,120621,http://www.moma.org/collection/works/120621,,,,,,,,,,700.0
94969,Mona Lisa,Toshio Matsumoto,3838.0,1973,"Video (color, sound)",3:30 min.,Gift of the artist,1287.1979,Video,Media and Performance,1979-04-19,Y,120622,http://www.moma.org/collection/works/120622,http://www.moma.org/media/W1siZiIsIjI1MDcyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d64c75bb2ce2b29a,,,,,,,,,210.0
94970,From Chris to Christo,Chris Marker,28875.0,1985,"Video (color, sound)",24 min.,Gift of the artist,729.1994,Video,Media and Performance,1994-11-11,Y,120623,http://www.moma.org/collection/works/120623,,,,,,,,,,1440.0
94971,Matta,Chris Marker,28875.0,1985,"Video (color, sound)",17:18 min.,Gift of the artist,730.1994,Video,Media and Performance,1994-11-11,Y,120624,http://www.moma.org/collection/works/120624,http://www.moma.org/media/W1siZiIsIjE1MTc5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=95e2769e0c471e6c,,,,,,,,,0.0
