Index,Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
92321,Tent,Roman Signer,7824.0,1988,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1207.2007,Video,Media and Performance,2007-12-10,Y,114552,http://www.moma.org/collection/works/114552,http://www.moma.org/media/W1siZiIsIjE0NjIyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=773389b760fdb2f2,,,,,,,,,120.0
92322,Two Barrels,Roman Signer,7824.0,1988,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1208.2007,Video,Media and Performance,2007-12-10,Y,114553,http://www.moma.org/collection/works/114553,http://www.moma.org/media/W1siZiIsIjE0NjIyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e574f70bf6453e57,,,,,,,,,120.0
92323,Umbrella,Roman Signer,7824.0,1988,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1209.2007,Video,Media and Performance,2007-12-10,Y,114554,http://www.moma.org/collection/works/114554,http://www.moma.org/media/W1siZiIsIjE0NjIyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c9803dc3c6737dce,,,,,,,,,120.0
92324,Barrel,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1210.2007,Video,Media and Performance,2007-12-10,Y,114555,http://www.moma.org/collection/works/114555,http://www.moma.org/media/W1siZiIsIjE0NjIyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=536abbdf56dac8d9,,,,,,,,,120.0
92325,Chair,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1211.2007,Video,Media and Performance,2007-12-10,Y,114556,http://www.moma.org/collection/works/114556,http://www.moma.org/media/W1siZiIsIjE0NjIyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cae094a4090fb2ff,,,,,,,,,120.0
92326,Flat Iron,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1212.2007,Video,Media and Performance,2007-12-10,Y,114557,http://www.moma.org/collection/works/114557,http://www.moma.org/media/W1siZiIsIjE1NzE4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5b2b77b085f656ea,,,,,,,,,120.0
92327,Fire,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1213.2007,Video,Media and Performance,2007-12-10,Y,114558,http://www.moma.org/collection/works/114558,http://www.moma.org/media/W1siZiIsIjE0NjIyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5012bd3942eb28f0,,,,,,,,,120.0
92328,Fuel Sack,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1214.2007,Video,Media and Performance,2007-12-10,Y,114559,http://www.moma.org/collection/works/114559,http://www.moma.org/media/W1siZiIsIjE0NjIyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ae733e1a7d426017,,,,,,,,,120.0
92329,Rope,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1215.2007,Video,Media and Performance,2007-12-10,Y,114560,http://www.moma.org/collection/works/114560,http://www.moma.org/media/W1siZiIsIjE0NjIyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=26643fc2b4fc186c,,,,,,,,,120.0
92330,Sand Pillar,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1216.2007,Video,Media and Performance,2007-12-10,Y,114561,http://www.moma.org/collection/works/114561,http://www.moma.org/media/W1siZiIsIjE0NjIyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=31c412f4c514acd0,,,,,,,,,120.0
92331,Sheets of paper,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1217.2007,Video,Media and Performance,2007-12-10,Y,114562,http://www.moma.org/collection/works/114562,http://www.moma.org/media/W1siZiIsIjE0NjIzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2f1084ad2ec4478a,,,,,,,,,120.0
92332,Shot,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1218.2007,Video,Media and Performance,2007-12-10,Y,114563,http://www.moma.org/collection/works/114563,http://www.moma.org/media/W1siZiIsIjE0NjIzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=14798c7d67fccbe9,,,,,,,,,120.0
92333,Two Barrels,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1219.2007,Video,Media and Performance,2007-12-10,Y,114564,http://www.moma.org/collection/works/114564,http://www.moma.org/media/W1siZiIsIjE0NjIzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1829e64555f7f39e,,,,,,,,,120.0
92334,Umbrella,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1220.2007,Video,Media and Performance,2007-12-10,Y,114565,http://www.moma.org/collection/works/114565,http://www.moma.org/media/W1siZiIsIjE0NjIzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cd254cddcf384d86,,,,,,,,,120.0
92335,Box,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1221.2007,Video,Media and Performance,2007-12-10,Y,114566,http://www.moma.org/collection/works/114566,http://www.moma.org/media/W1siZiIsIjE0NjIzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=77552f7c0d228052,,,,,,,,,120.0
92336,Night Table,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1222.2007,Video,Media and Performance,2007-12-10,Y,114567,http://www.moma.org/collection/works/114567,http://www.moma.org/media/W1siZiIsIjE0NjIzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0cf89436013396fe,,,,,,,,,120.0
92337,Table,Roman Signer,7824.0,1987,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1223.2007,Video,Media and Performance,2007-12-10,Y,114568,http://www.moma.org/collection/works/114568,http://www.moma.org/media/W1siZiIsIjE0NjIzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8199f75bc5c42c9b,,,,,,,,,120.0
92338,Carriage,Roman Signer,7824.0,1986,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1224.2007,Video,Media and Performance,2007-12-10,Y,114569,http://www.moma.org/collection/works/114569,http://www.moma.org/media/W1siZiIsIjE0NjIzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4edf47caaf85946a,,,,,,,,,120.0
92339,Sinking,Roman Signer,7824.0,1986,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1225.2007,Video,Media and Performance,2007-12-10,Y,114570,http://www.moma.org/collection/works/114570,http://www.moma.org/media/W1siZiIsIjE0NjI0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cd879b7bb832667d,,,,,,,,,120.0
92340,Four Stools,Roman Signer,7824.0,1986,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1226.2007,Video,Media and Performance,2007-12-10,Y,114571,http://www.moma.org/collection/works/114571,http://www.moma.org/media/W1siZiIsIjE0NjI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=65545b191d7e7375,,,,,,,,,120.0
92341,Kamor,Roman Signer,7824.0,1986,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1227.2007,Video,Media and Performance,2007-12-10,Y,114572,http://www.moma.org/collection/works/114572,http://www.moma.org/media/W1siZiIsIjE0NjI0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=47350214cac4bf11,,,,,,,,,120.0
92342,Table,Roman Signer,7824.0,1986,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1228.2007,Video,Media and Performance,2007-12-10,Y,114573,http://www.moma.org/collection/works/114573,http://www.moma.org/media/W1siZiIsIjE0NjI0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cd988176170ec6cb,,,,,,,,,120.0
92343,Two Flags,Roman Signer,7824.0,1986,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1229.2007,Video,Media and Performance,2007-12-10,Y,114574,http://www.moma.org/collection/works/114574,http://www.moma.org/media/W1siZiIsIjE0NjI0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1c8d7b6b281121ed,,,,,,,,,120.0
92344,Beams,Roman Signer,7824.0,1986,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1230.2007,Video,Media and Performance,2007-12-10,Y,114575,http://www.moma.org/collection/works/114575,http://www.moma.org/media/W1siZiIsIjE0NjI0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=975acf580035bfe4,,,,,,,,,120.0
92345,Table,Roman Signer,7824.0,1986,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1231.2007,Video,Media and Performance,2007-12-10,Y,114576,http://www.moma.org/collection/works/114576,http://www.moma.org/media/W1siZiIsIjE0NjI0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d7775f2c1b56e06a,,,,,,,,,120.0
92346,Barrel,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1232.2007,Video,Media and Performance,2007-12-10,Y,114577,http://www.moma.org/collection/works/114577,http://www.moma.org/media/W1siZiIsIjE0NjI1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2399abc5d8bb3c3f,,,,,,,,,120.0
92347,Filmrecording,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1233.2007,Video,Media and Performance,2007-12-10,Y,114578,http://www.moma.org/collection/works/114578,http://www.moma.org/media/W1siZiIsIjE0NjI1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2d5a037ac1c76362,,,,,,,,,120.0
92348,Blue Smoke,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1234.2007,Video,Media and Performance,2007-12-10,Y,114579,http://www.moma.org/collection/works/114579,http://www.moma.org/media/W1siZiIsIjE0NjI1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=10b892b47dc7ce0e,,,,,,,,,120.0
92349,Blue Smoke,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1235.2007,Video,Media and Performance,2007-12-10,Y,114580,http://www.moma.org/collection/works/114580,http://www.moma.org/media/W1siZiIsIjE0NjI1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5cd2cb01191b85d,,,,,,,,,120.0
92350,Boots,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1236.2007,Video,Media and Performance,2007-12-10,Y,114581,http://www.moma.org/collection/works/114581,http://www.moma.org/media/W1siZiIsIjE0NjI1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0b480ca32c060e6,,,,,,,,,120.0
92351,Briefcase,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1237.2007,Video,Media and Performance,2007-12-10,Y,114582,http://www.moma.org/collection/works/114582,http://www.moma.org/media/W1siZiIsIjE0NjI1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d746b3a9cf26218e,,,,,,,,,120.0
92352,Bucket with Rockets,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1238.2007,Video,Media and Performance,2007-12-10,Y,114583,http://www.moma.org/collection/works/114583,http://www.moma.org/media/W1siZiIsIjE0NjI1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9fd3731c4ca49937,,,,,,,,,120.0
92353,Carriage,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1239.2007,Video,Media and Performance,2007-12-10,Y,114584,http://www.moma.org/collection/works/114584,http://www.moma.org/media/W1siZiIsIjE0NjI1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d2692db368da4de7,,,,,,,,,120.0
92354,Four Boxes,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1240.2007,Video,Media and Performance,2007-12-10,Y,114585,http://www.moma.org/collection/works/114585,http://www.moma.org/media/W1siZiIsIjE0NjI2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=96be793d62e1624e,,,,,,,,,120.0
92355,Kayak,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1241.2007,Video,Media and Performance,2007-12-10,Y,114586,http://www.moma.org/collection/works/114586,http://www.moma.org/media/W1siZiIsIjE0NjI2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ede9d44d09f3e1b5,,,,,,,,,120.0
92356,Roll of Film,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1242.2007,Video,Media and Performance,2007-12-10,Y,114587,http://www.moma.org/collection/works/114587,http://www.moma.org/media/W1siZiIsIjE0NjI2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8fb8c13410f35d80,,,,,,,,,120.0
92357,Sinking in Ice,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1243.2007,Video,Media and Performance,2007-12-10,Y,114588,http://www.moma.org/collection/works/114588,http://www.moma.org/media/W1siZiIsIjE0NjI2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6609b59ed79ab283,,,,,,,,,120.0
92358,Small Rockets,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1244.2007,Video,Media and Performance,2007-12-10,Y,114589,http://www.moma.org/collection/works/114589,http://www.moma.org/media/W1siZiIsIjE0NjI2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2412fc2340634cd2,,,,,,,,,120.0
92359,Table,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1245.2007,Video,Media and Performance,2007-12-10,Y,114590,http://www.moma.org/collection/works/114590,http://www.moma.org/media/W1siZiIsIjE0NjI2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb2a5f9c60a74578,,,,,,,,,120.0
92360,Experiment,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1246.2007,Video,Media and Performance,2007-12-10,Y,114591,http://www.moma.org/collection/works/114591,http://www.moma.org/media/W1siZiIsIjE0NjI2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7af2f454e2198099,,,,,,,,,120.0
92361,Suitcase,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1247.2007,Video,Media and Performance,2007-12-10,Y,114592,http://www.moma.org/collection/works/114592,http://www.moma.org/media/W1siZiIsIjE0NjI2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9eabb37c86527772,,,,,,,,,120.0
92362,Suitcase,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1248.2007,Video,Media and Performance,2007-12-10,Y,114593,http://www.moma.org/collection/works/114593,http://www.moma.org/media/W1siZiIsIjE0NjI3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4edf92a1cb615660,,,,,,,,,120.0
92363,Suitcase,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1249.2007,Video,Media and Performance,2007-12-10,Y,114594,http://www.moma.org/collection/works/114594,http://www.moma.org/media/W1siZiIsIjE0NjI3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd5f66ac5025e273,,,,,,,,,120.0
92364,Two Buckets,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1250.2007,Video,Media and Performance,2007-12-10,Y,114595,http://www.moma.org/collection/works/114595,http://www.moma.org/media/W1siZiIsIjE0NjI3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=647795c1f49dba2a,,,,,,,,,120.0
92365,Two Buckets,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1251.2007,Video,Media and Performance,2007-12-10,Y,114596,http://www.moma.org/collection/works/114596,http://www.moma.org/media/W1siZiIsIjE0NjI3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c8e9ab89903397bf,,,,,,,,,120.0
92366,Box,Roman Signer,7824.0,1985,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1252.2007,Video,Media and Performance,2007-12-10,Y,114597,http://www.moma.org/collection/works/114597,http://www.moma.org/media/W1siZiIsIjE0NjI3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=38064d00dce13fed,,,,,,,,,120.0
92367,Books,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1253.2007,Video,Media and Performance,2007-12-10,Y,114598,http://www.moma.org/collection/works/114598,http://www.moma.org/media/W1siZiIsIjE0NjI3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4af5553471994ac3,,,,,,,,,120.0
92368,Bucket,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1254.2007,Video,Media and Performance,2007-12-10,Y,114599,http://www.moma.org/collection/works/114599,http://www.moma.org/media/W1siZiIsIjE0NjI3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=058b32711ebb160a,,,,,,,,,120.0
92369,Fire,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1255.2007,Video,Media and Performance,2007-12-10,Y,114600,http://www.moma.org/collection/works/114600,http://www.moma.org/media/W1siZiIsIjE0NjI4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=826453a87da9469e,,,,,,,,,120.0
92370,Kayak,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1256.2007,Video,Media and Performance,2007-12-10,Y,114601,http://www.moma.org/collection/works/114601,http://www.moma.org/media/W1siZiIsIjE0NjI4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0ecc8e1c926bb86f,,,,,,,,,120.0
92371,Rubber Band,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1257.2007,Video,Media and Performance,2007-12-10,Y,114602,http://www.moma.org/collection/works/114602,http://www.moma.org/media/W1siZiIsIjE0NjI4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ac72919b4d3e18f3,,,,,,,,,120.0
92372,Sand Cone,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1258.2007,Video,Media and Performance,2007-12-10,Y,114603,http://www.moma.org/collection/works/114603,http://www.moma.org/media/W1siZiIsIjE0NjI4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5a311190a94b71f8,,,,,,,,,120.0
92373,Smoke Rings,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1259.2007,Video,Media and Performance,2007-12-10,Y,114604,http://www.moma.org/collection/works/114604,http://www.moma.org/media/W1siZiIsIjE0NjI4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=34637afd2ca4fac9,,,,,,,,,120.0
92374,Smoke Rings,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1260.2007,Video,Media and Performance,2007-12-10,Y,114605,http://www.moma.org/collection/works/114605,http://www.moma.org/media/W1siZiIsIjE0NjI4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4766006ea90079cf,,,,,,,,,120.0
92375,Stool,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1261.2007,Video,Media and Performance,2007-12-10,Y,114606,http://www.moma.org/collection/works/114606,http://www.moma.org/media/W1siZiIsIjE0NjI4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1c5f7ec91771a599,,,,,,,,,120.0
92376,Stool,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1262.2007,Video,Media and Performance,2007-12-10,Y,114607,http://www.moma.org/collection/works/114607,http://www.moma.org/media/W1siZiIsIjE0NjI4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6be12c5f134d04c0,,,,,,,,,120.0
92377,Tube,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1263.2007,Video,Media and Performance,2007-12-10,Y,114608,http://www.moma.org/collection/works/114608,http://www.moma.org/media/W1siZiIsIjE0NjI4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e7787fedd8916888,,,,,,,,,120.0
92378,Wolfsbane,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1264.2007,Video,Media and Performance,2007-12-10,Y,114609,http://www.moma.org/collection/works/114609,http://www.moma.org/media/W1siZiIsIjE0NjI5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b47c534749c15747,,,,,,,,,120.0
92379,Flap,Roman Signer,7824.0,1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1265.2007,Video,Media and Performance,2007-12-10,Y,114610,http://www.moma.org/collection/works/114610,http://www.moma.org/media/W1siZiIsIjE0NjI5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1c5b9ef89d7f38ed,,,,,,,,,120.0
92380,Action,Roman Signer,7824.0,1983,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1266.2007,Video,Media and Performance,2007-12-10,Y,114611,http://www.moma.org/collection/works/114611,http://www.moma.org/media/W1siZiIsIjE0NjI5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=230618a0b2e85d44,,,,,,,,,120.0
92381,Balloon,Roman Signer,7824.0,1983,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1267.2007,Video,Media and Performance,2007-12-10,Y,114612,http://www.moma.org/collection/works/114612,http://www.moma.org/media/W1siZiIsIjE0NjI5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d5e8c771555bbf4,,,,,,,,,120.0
92382,Balloon,Roman Signer,7824.0,1983,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1268.2007,Video,Media and Performance,2007-12-10,Y,114613,http://www.moma.org/collection/works/114613,http://www.moma.org/media/W1siZiIsIjE0NjI5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fd772ba9bbe88a01,,,,,,,,,120.0
92383,"Balloon, under Water",Roman Signer,7824.0,1983,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1269.2007,Video,Media and Performance,2007-12-10,Y,114614,http://www.moma.org/collection/works/114614,http://www.moma.org/media/W1siZiIsIjE0NjI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=243ee5fa9ba1d1f2,,,,,,,,,120.0
